casename,Precursor,case_name,floris_TI,floris_U0,layout_x,layout_y,num_turbines,path,sim_length,sowfa_TI,sowfa_U0,yaw,power,ti,d_spacing,wake_table,Layouts
c_587,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_068,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[-10. -10.   0.],[2528.6 1032.2 1245.4],[0.04787333 0.08809175 0.11715756],7.0,[0 1 2],1x3
c_588,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_067,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[-10.   0.   0.],[2527.8 1080.  1180.3],[0.04789969 0.0904393  0.12608516],7.0,[0 1 2],1x3
c_589,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_066,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[-10.  10.   0.],[2530.6 1064.4 1134.4],[0.0478818  0.09507953 0.13395889],7.0,[0 1 2],1x3
c_590,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_065,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[-10.  20.   0.],[2531.1  990.4 1148.2],[0.04788405 0.10153369 0.12443217],7.0,[0 1 2],1x3
c_591,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_064,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[  0. -20.   0.],[2619.5  909.5 1209.2],[0.04731775 0.11895331 0.12124532],7.0,[0 1 2],1x3
c_592,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_063,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[  0. -10.   0.],[2616.9  989.1 1180.7],[0.04736826 0.10998969 0.13132269],7.0,[0 1 2],1x3
c_593,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_062,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[0. 0. 0.],[2616.2 1014.4 1187.8],[0.04741814 0.10358121 0.12724014],7.0,[0 1 2],1x3
c_594,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_061,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[ 0. 10.  0.],[2616.9  980.3 1225.8],[0.04740417 0.09928446 0.12378393],7.0,[0 1 2],1x3
c_595,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_060,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[ 0. 20.  0.],[2619.2  892.1 1286.6],[0.04736839 0.09772884 0.11613029],7.0,[0 1 2],1x3
c_596,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_059,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[ 10. -20.   0.],[2527.8 1094.4 1170.4],[0.04723788 0.1282907  0.12348418],7.0,[0 1 2],1x3
c_597,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_058,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[ 10. -10.   0.],[2526.7 1167.8 1203.2],[0.04722365 0.12072821 0.12050262],7.0,[0 1 2],1x3
c_598,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_057,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[10.  0.  0.],[2524.5 1177.8 1266.1],[0.04714239 0.1132982  0.1270254 ],7.0,[0 1 2],1x3
c_599,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_056,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[10. 10.  0.],[2526.  1119.9 1361.6],[0.04714117 0.10692729 0.12177786],7.0,[0 1 2],1x3
c_600,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_055,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[10. 20.  0.],[2528.  1000.5 1468.7],[0.04720656 0.10162218 0.12010734],7.0,[0 1 2],1x3
c_601,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_054,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[ 20. -20.   0.],[2275.9 1408.9 1154.9],[0.04735674 0.11603854 0.10710901],7.0,[0 1 2],1x3
c_602,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_053,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[ 20. -10.   0.],[2275.1 1495.  1235. ],[0.04728267 0.11251566 0.11105729],7.0,[0 1 2],1x3
c_603,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_052,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[20.  0.  0.],[2274.2 1497.5 1365.7],[0.04724518 0.10814978 0.1034365 ],7.0,[0 1 2],1x3
c_604,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_051,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[20. 10.  0.],[2275.2 1412.3 1553.9],[0.04726398 0.10271591 0.0988631 ],7.0,[0 1 2],1x3
c_605,"neutral_5kmx2kmx1km_9mps_lowTI
",ttmw_050,0.06,9.25,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,9.0,[20. 20.  0.],[2276.8 1249.2 1763.1],[0.04730728 0.09688047 0.09935321],7.0,[0 1 2],1x3
c_606,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D05_R-1_y-20,0.065,8.39,"(1000.0, 1630.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[-20.   0.],[1695.6 1635.5],[0.06747502 0.0731291 ],5.0,[0 1],2x2
c_607,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D05_R-1_y00,0.065,8.39,"(1000.0, 1630.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[0. 0.],[1943.1 1089.1],[0.06665808 0.10361638],5.0,[0 1],2x2
c_608,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D05_R-1_y20,0.065,8.39,"(1000.0, 1630.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[20.  0.],[1699.2  880.3],[0.06141417 0.08342543],5.0,[0 1],2x2
c_609,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D05_R00_y-20,0.065,8.39,"(1000.0, 1630.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[-20.   0.],[1698.7  848.1],[0.06748432 0.08463965],5.0,[0 1],1x2
c_610,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D05_R00_y00,0.065,8.39,"(1000.0, 1630.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[0. 0.],[1944.3  573.4],[0.06653305 0.0663791 ],5.0,[0 1],1x2
c_611,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D05_R00_y20,0.065,8.39,"(1000.0, 1630.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[20.  0.],[1700.2  936.2],[0.06140675 0.13096979],5.0,[0 1],1x2
c_612,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D05_R01_y-20,0.065,8.39,"(1000.0, 1630.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[-20.   0.],[1696.9  938.6],[0.06758815 0.1241608 ],5.0,[0 1],2x2
c_613,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D05_R01_y00,0.065,8.39,"(1000.0, 1630.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[0. 0.],[1942.7 1206.9],[0.06658953 0.13617774],5.0,[0 1],2x2
c_614,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D05_R01_y20,0.065,8.39,"(1000.0, 1630.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[20.  0.],[1696.8 1782.7],[0.06137873 0.10525668],5.0,[0 1],2x2
c_615,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D07_R-1_y-20,0.065,8.39,"(1000.0, 1882.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,8.0,[-20.   0.],[1700.7 1708.7],[0.06769343 0.07343542],7.0,[0 1],2x2
c_616,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D07_R-1_y00,0.065,8.39,"(1000.0, 1882.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,8.0,[0. 0.],[1947.3 1131.3],[0.06657621 0.12433386],7.0,[0 1],2x2
c_617,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D07_R-1_y20,0.065,8.39,"(1000.0, 1882.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,8.0,[20.  0.],[1702.7  939.5],[0.06134947 0.07404544],7.0,[0 1],2x2
c_618,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D07_R00_y-20,0.065,8.39,"(1000.0, 1882.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,8.0,[-20.   0.],[1699.5 1022.5],[0.0675612  0.09573004],7.0,[0 1],1x2
c_619,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D07_R00_y00,0.065,8.39,"(1000.0, 1882.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,8.0,[0. 0.],[1947.2  742.6],[0.06663459 0.08707346],7.0,[0 1],1x2
c_620,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D07_R00_y20,0.065,8.39,"(1000.0, 1882.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,8.0,[20.  0.],[1701.3 1167.2],[0.06131122 0.14894525],7.0,[0 1],1x2
c_621,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D07_R01_y-20,0.065,8.39,"(1000.0, 1882.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,8.0,[-20.   0.],[1701.1  959.9],[0.06752214 0.12435149],7.0,[0 1],2x2
c_622,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D07_R01_y00,0.065,8.39,"(1000.0, 1882.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,8.0,[0. 0.],[1947.5 1286.6],[0.0666297  0.16075834],7.0,[0 1],2x2
c_623,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D07_R01_y20,0.065,8.39,"(1000.0, 1882.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/dont_use_peregrine_runs_2,2000.0,0.06,8.0,[20.  0.],[1702.5 1876.2],[0.06141296 0.10572582],7.0,[0 1],2x2
c_624,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D10_R-1_y-20,0.065,8.39,"(1000.0, 2260.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[-20.   0.],[1704.5 1745.1],[0.06760163 0.07671168],10.0,[0 1],2x2
c_625,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D10_R-1_y00,0.065,8.39,"(1000.0, 2260.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[0. 0.],[1951.1 1227. ],[0.06652303 0.11633712],10.0,[0 1],2x2
c_626,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D10_R-1_y20,0.065,8.39,"(1000.0, 2260.0)","(1000.0, 937.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[20.  0.],[1705.5 1119.9],[0.06138264 0.0727639 ],10.0,[0 1],2x2
c_627,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D10_R00_y-20,0.065,8.39,"(1000.0, 2260.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[-20.   0.],[1702.8 1240.1],[0.06757124 0.09718452],10.0,[0 1],1x2
c_628,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D10_R00_y00,0.065,8.39,"(1000.0, 2260.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[0. 0.],[1950.5  959.5],[0.06654462 0.09737548],10.0,[0 1],1x2
c_629,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D10_R00_y20,0.065,8.39,"(1000.0, 2260.0)","(1000.0, 1000.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[20.  0.],[1704.4 1409.5],[0.06147279 0.14348735],10.0,[0 1],1x2
c_630,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D10_R01_y-20,0.065,8.39,"(1000.0, 2260.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[-20.   0.],[1703.8 1068.8],[0.06749044 0.10246912],10.0,[0 1],2x2
c_631,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D10_R01_y00,0.065,8.39,"(1000.0, 2260.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[0. 0.],[1951.5 1349.2],[0.06655693 0.15860786],10.0,[0 1],2x2
c_632,"neutral_5kmx2kmx1km_lowTI
",c_08_lowTI_D10_R01_y20,0.065,8.39,"(1000.0, 2260.0)","(1000.0, 1063.0)",2,sowfa_library (Paul.fleming@nrel.gov)/full_runs/large_tuning_suite/peregrine_runs,2000.0,0.06,8.0,[20.  0.],[1706.2 1886. ],[0.06140652 0.10643824],10.0,[0 1],2x2
c_633,"neutral_5kmx2kmx1km_lowTI
",C_001_nlow_yaw_base_L3,0.065,8.39,"(1000.0, 1756.0, 2512.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_sims/peregrine_runs,2000.0,0.06,8.0,[0. 0. 0.],[1946.4  655.2  770.8],[0.0666244  0.07813475 0.12900019],6.0,[0 1 2],1x3
c_634,"neutral_5kmx2kmx1km_lowTI
",C_003_nlow_yaw_c2_L3,0.065,8.39,"(1000.0, 1756.0, 2512.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_sims/peregrine_runs,2000.0,0.06,8.0,[ 0. 20.  0.],[1947.4  583.9  828.3],[0.0665776  0.06877165 0.14651204],6.0,[0 1 2],1x3
c_635,"neutral_5kmx2kmx1km_lowTI
",C_002_nlow_yaw_c1_L3,0.065,8.39,"(1000.0, 1756.0, 2512.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_sims/peregrine_runs,2000.0,0.06,8.0,[20.  0.  0.],[1700.2 1055.9  934.9],[0.06147149 0.1403375  0.15225661],6.0,[0 1 2],1x3
c_636,"neutral_5kmx2kmx1km_lowTI
",C_004_nlow_yaw_c12_L3,0.065,8.39,"(1000.0, 1756.0, 2512.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_sims/peregrine_runs,2000.0,0.06,8.0,[20. 20.  0.],[1701.6  884.9 1253.5],[0.06136233 0.12765588 0.15034565],6.0,[0 1 2],1x3
c_637,"neutral_5kmx2kmx1km_lowTI
",opt_low_gauss,0.065,8.39,"(1000.0, 1756.0, 2512.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_sims/peregrine_runs,2000.0,0.06,8.0,[25.2 26.1  0. ],[1578.5  917.8 1464.6],[0.0581633  0.12223368 0.13050636],6.0,[0 1 2],1x3
c_638,"neutral_5kmx2kmx1km_lowTI
",opt_low_curl,0.065,8.39,"(1000.0, 1756.0, 2512.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_sims/peregrine_runs,2000.0,0.06,8.0,[28.3 20.9  0. ],[1505.5 1076.5 1437.5],[0.05639632 0.1219179  0.13260844],6.0,[0 1 2],1x3
c_639,"neutral_5kmx2kmx1km_lowTI
",opt_low_curl_no_vscale,0.065,8.39,"(1000.0, 1756.0, 2512.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_sims/peregrine_runs,2000.0,0.06,8.0,[28.7 19.9  0. ],[1494.8 1106.4 1425.3],[0.05620048 0.1218861  0.13322337],6.0,[0 1 2],1x3
c_640,"neutral_5kmx2kmx1km_lowTI
",ttmw_024,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[-20. -20.   0.],[1702.1  849.7 1196.7],[0.06756004 0.08444533 0.11778967],7.0,[0 1 2],1x3
c_641,"neutral_5kmx2kmx1km_lowTI
",ttmw_023,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[-20. -10.   0.],[1699.9  960.3 1035.1],[0.06758791 0.09062101 0.1189501 ],7.0,[0 1 2],1x3
c_642,"neutral_5kmx2kmx1km_lowTI
",ttmw_022,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[-20.   0.   0.],[1699.4 1018.   898.1],[0.06756297 0.09608242 0.1105236 ],7.0,[0 1 2],1x3
c_643,"neutral_5kmx2kmx1km_lowTI
",ttmw_021,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[-20.  10.   0.],[1701.  1019.6  800.6],[0.06749301 0.10148854 0.10812963],7.0,[0 1 2],1x3
c_644,"neutral_5kmx2kmx1km_lowTI
",ttmw_020,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[-20.  20.   0.],[1700.7  968.7  774.6],[0.06747829 0.10692334 0.12150721],7.0,[0 1 2],1x3
c_645,"neutral_5kmx2kmx1km_lowTI
",ttmw_019,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[-10. -20.   0.],[1883.4  672.2 1035.1],[0.06769959 0.07611461 0.11991624],7.0,[0 1 2],1x3
c_646,"neutral_5kmx2kmx1km_lowTI
",ttmw_018,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[-10. -10.   0.],[1881.   748.1  945.2],[0.06779286 0.07812118 0.11686816],7.0,[0 1 2],1x3
c_647,"neutral_5kmx2kmx1km_lowTI
",ttmw_017,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[-10.   0.   0.],[1879.9  783.7  865.5],[0.06784523 0.08271446 0.09955447],7.0,[0 1 2],1x3
c_648,"neutral_5kmx2kmx1km_lowTI
",ttmw_016,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[-10.  10.   0.],[1881.7  775.5  835.5],[0.06767769 0.08889502 0.10407947],7.0,[0 1 2],1x3
c_649,"neutral_5kmx2kmx1km_lowTI
",ttmw_015,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[-10.  20.   0.],[1882.7  726.6  831.9],[0.06770865 0.09670747 0.12308012],7.0,[0 1 2],1x3
c_650,"neutral_5kmx2kmx1km_lowTI
",ttmw_014,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[  0. -20.   0.],[1949.5  667.1  906.9],[0.06650262 0.1069387  0.0941444 ],7.0,[0 1 2],1x3
c_651,"neutral_5kmx2kmx1km_lowTI
",ttmw_013,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[  0. -10.   0.],[1947.5  722.1  878.3],[0.06657705 0.09626063 0.09787672],7.0,[0 1 2],1x3
c_652,"neutral_5kmx2kmx1km_lowTI
",ttmw_012,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[0. 0. 0.],[1946.8  738.8  869.4],[0.06663895 0.08730337 0.10356624],7.0,[0 1 2],1x3
c_653,"neutral_5kmx2kmx1km_lowTI
",ttmw_011,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[ 0. 10.  0.],[1947.6  714.   891.9],[0.06662058 0.08009239 0.12589757],7.0,[0 1 2],1x3
c_654,"neutral_5kmx2kmx1km_lowTI
",ttmw_010,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[ 0. 20.  0.],[1949.2  651.6  927. ],[0.06652675 0.07543302 0.14081858],7.0,[0 1 2],1x3
c_655,"neutral_5kmx2kmx1km_lowTI
",ttmw_009,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[ 10. -20.   0.],[1883.9  819.   842.7],[0.06476006 0.15415511 0.09730146],7.0,[0 1 2],1x3
c_656,"neutral_5kmx2kmx1km_lowTI
",ttmw_008,0.065,8.39,"(1000.0, 1882.0, 2764.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagles_multiws_3_turb,2000.0,0.06,8.0,[ 10. -10.   0.],[1882.7  869.6  856.1],[0.06472343 0.14551852 0.11538677],7.0,[0 1 2],1x3
